fileName	sampleID	read	Bacteroidetes	Firmicutes	Verrucomicrobia	Actinobacteria	Spirochaetes	Fusobacteria	Proteobacteria	Cyanobacteria/Chloroplast	Acidobacteria	Synergistetes	Tenericutes	Candidatus Saccharibacteria	Deinococcus-Thermus	Thermotogae	SR1	Parcubacteria	Planctomycetes	Microgenomates	Lentisphaerae	Crenarchaeota
24_R2.fasta	24	2	12966	10160	1972	53	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0
25_R1.fasta	25	1	10864	8942	1055	37	0	0	97	0	0	0	0	1	0	0	0	0	0	0	0	0
25_R2.fasta	25	2	10838	9035	1055	37	0	0	95	0	0	0	0	1	0	0	0	0	0	0	0	0
26_R1.fasta	26	1	9560	11677	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26_R2.fasta	26	2	9533	11698	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27_R1.fasta	27	1	8862	18988	170	50	0	5503	927	0	0	5	1	3	0	0	0	0	1	0	0	0
27_R2.fasta	27	2	8865	19063	169	49	0	5569	910	0	0	5	1	3	0	0	0	0	2	0	0	0
28_R1.fasta	28	1	977	12134	59	3	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
28_R2.fasta	28	2	972	12178	60	3	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
29_R1.fasta	29	1	13547	14281	621	39	8	137	465	0	0	0	9	21	0	0	0	0	0	0	0	0
29_R2.fasta	29	2	13538	14477	615	39	8	135	468	0	0	0	9	20	0	0	0	0	0	0	0	0
2_R1.fasta	2	1	14430	36518	2	1	0	0	844	0	0	0	0	0	0	0	0	0	0	0	0	0
2_R2.fasta	2	2	14367	36596	1	1	0	0	846	0	0	0	0	0	0	0	0	0	0	0	0	0
30_R1.fasta	30	1	14880	10158	747	21	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0
30_R2.fasta	30	2	14824	10198	752	21	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
31_R1.fasta	31	1	15114	13497	2037	26	0	2	766	0	0	0	0	0	0	0	0	0	0	0	0	0
31_R2.fasta	31	2	15100	13696	2038	24	0	0	759	0	0	0	0	0	0	0	0	0	0	0	0	1
32_R1.fasta	32	1	10148	8049	1084	10	0	1	97	0	0	0	0	0	0	0	0	0	0	0	0	0
32_R2.fasta	32	2	10131	8217	1091	9	0	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0
33_R1.fasta	33	1	5520	16328	652	52	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0
33_R2.fasta	33	2	5506	16338	655	50	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0
34_R1.fasta	34	1	59	53	3	7	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0
34_R2.fasta	34	2	60	54	3	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
35_R1.fasta	35	1	10486	15793	1049	35	0	0	774	0	0	0	0	0	0	0	0	0	0	0	0	1
35_R2.fasta	35	2	10470	15966	1049	36	0	0	769	0	0	0	0	0	0	0	0	0	0	0	0	0
36_R1.fasta	36	1	13770	15184	1699	31	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0
36_R2.fasta	36	2	13737	15502	1696	31	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0
37_R1.fasta	37	1	10136	16947	4468	122	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
37_R2.fasta	37	2	10111	17002	4459	116	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
38_R1.fasta	38	1	16193	17410	5067	211	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
38_R2.fasta	38	2	16184	17430	5065	203	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2
39_R1.fasta	39	1	6437	16207	7	126	0	4553	259	0	0	0	0	0	0	0	0	0	0	0	1	0
39_R2.fasta	39	2	6439	16204	6	120	0	4556	249	0	0	0	0	0	0	0	0	0	0	0	1	0
3_R1.fasta	3	1	5491	20344	912	20	0	0	1595	0	0	0	0	0	0	0	0	0	0	0	0	0
3_R2.fasta	3	2	5471	20500	911	19	0	0	1579	0	0	0	0	0	0	0	0	0	0	0	0	0
40_R1.fasta	40	1	15667	24357	2358	26	0	3	460	0	0	0	0	0	0	0	0	0	0	0	0	0
40_R2.fasta	40	2	15587	24719	2350	24	0	4	459	0	0	0	0	0	0	0	0	0	0	0	0	0
41_R1.fasta	41	1	5964	19143	993	16	0	14	111	0	0	0	0	0	0	0	0	0	0	0	0	0
41_R2.fasta	41	2	5950	19380	993	14	0	14	110	0	0	0	0	0	0	0	0	0	0	0	0	0
42_R1.fasta	42	1	6852	24175	707	16	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
42_R2.fasta	42	2	6832	24594	704	16	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
43_R1.fasta	43	1	10827	34287	2185	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
43_R2.fasta	43	2	10768	34753	2181	28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
44_R1.fasta	44	1	17161	22603	2359	30	0	4	387	0	0	0	0	0	0	0	0	0	0	0	0	0
44_R2.fasta	44	2	17125	22919	2343	30	0	4	384	0	0	0	0	0	0	0	0	0	0	0	0	1
45_R1.fasta	45	1	5390	39965	712	31	0	4	1379	0	0	0	0	0	0	0	0	0	0	0	0	0
45_R2.fasta	45	2	5358	40263	715	30	0	4	1373	0	0	0	0	0	0	0	0	0	0	0	0	2
46_R1.fasta	46	1	4303	46091	527	38	0	11	3054	0	0	0	0	0	0	0	0	0	0	0	0	0
46_R2.fasta	46	2	4275	46306	523	39	0	11	3027	0	0	0	0	0	0	0	0	0	0	0	0	0
47_R1.fasta	47	1	28844	19375	2042	30	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0
47_R2.fasta	47	2	28775	19455	2044	29	0	0	195	0	0	0	0	1	0	0	0	0	0	0	0	0
48_R1.fasta	48	1	37428	20289	1989	24	0	2	457	0	0	0	0	0	0	0	0	0	0	0	0	0
48_R2.fasta	48	2	37328	20350	1994	24	0	2	454	0	0	0	0	0	0	0	0	0	0	0	0	0
49_R1.fasta	49	1	26771	19498	2632	24	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0
49_R2.fasta	49	2	26711	19780	2629	24	0	0	170	0	1	0	0	0	0	0	0	0	0	0	0	0
4_R1.fasta	4	1	12565	23057	6344	120	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0
4_R2.fasta	4	2	12505	23040	6362	114	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0
50_R1.fasta	50	1	16432	10458	852	16	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0
50_R2.fasta	50	2	16377	10590	848	17	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
51_R1.fasta	51	1	2	11	0	5	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
51_R2.fasta	51	2	2	10	0	5	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
52_R1.fasta	52	1	338	14747	13	0	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0
52_R2.fasta	52	2	339	14801	13	0	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0
53_R1.fasta	53	1	28750	36984	19340	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53_R2.fasta	53	2	28692	37028	19458	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
54_R1.fasta	54	1	15452	25288	634	5	0	0	1174	0	0	0	0	0	0	0	0	0	0	0	0	0
54_R2.fasta	54	2	15381	25862	629	5	0	0	1158	0	1	0	0	0	0	0	0	0	0	0	0	0
55_R1.fasta	55	1	21583	54740	5488	80	0	5	1130	0	0	0	0	0	0	0	0	0	0	0	0	0
55_R2.fasta	55	2	21486	55468	5465	81	0	5	1115	0	0	0	0	0	0	0	0	0	0	0	0	0
56_R1.fasta	56	1	24811	21258	2830	100	0	1	118	0	0	0	0	0	0	0	0	0	0	0	0	0
56_R2.fasta	56	2	24779	21861	2829	102	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0
57_R1.fasta	57	1	27235	26820	2031	186	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0
57_R2.fasta	57	2	27137	27559	2046	183	0	0	212	0	1	0	0	0	0	0	0	0	0	0	0	1
58_R1.fasta	58	1	13242	36184	3395	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
58_R2.fasta	58	2	13155	36675	3400	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59_R1.fasta	59	1	9612	27182	2099	18	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
59_R2.fasta	59	2	9577	27615	2101	18	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
5_R1.fasta	5	1	13809	12122	6528	153	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
5_R2.fasta	5	2	13781	12129	6527	147	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
60_R1.fasta	60	1	2681	34020	5799	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
60_R2.fasta	60	2	2668	34375	5835	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
61_R1.fasta	61	1	23684	31194	4195	42	0	5	548	0	0	0	0	0	0	0	0	0	0	0	0	0
61_R2.fasta	61	2	23618	31731	4186	43	0	5	544	0	0	0	0	0	0	0	0	0	0	0	0	0
62_R1.fasta	62	1	20426	18488	2873	38	0	2	359	0	0	0	0	0	0	0	0	0	0	0	0	0
62_R2.fasta	62	2	20364	18817	2875	34	0	3	357	0	0	0	0	0	0	0	0	0	0	0	0	0
63_R1.fasta	63	1	19585	43543	3376	42	0	5	849	0	0	0	0	0	0	0	0	0	0	0	0	0
63_R2.fasta	63	2	19552	44086	3365	41	0	5	847	0	1	0	0	0	0	0	0	0	0	0	0	0
64_R1.fasta	64	1	20024	28494	3635	34	0	7	1052	0	0	0	0	0	0	0	0	0	0	0	0	0
64_R2.fasta	64	2	19948	29010	3638	35	0	7	1039	0	0	0	0	0	0	0	0	0	0	0	0	0
65_R1.fasta	65	1	25651	28533	4464	38	1	3	484	0	0	0	0	0	0	0	0	0	0	0	0	0
65_R2.fasta	65	2	25580	28857	4498	39	1	4	476	0	0	0	0	0	0	0	0	0	0	0	0	0
66_R1.fasta	66	1	36216	37861	5466	162	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0
66_R2.fasta	66	2	36129	37906	5484	164	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0
67_R1.fasta	67	1	31114	41327	1504	251	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	1
67_R2.fasta	67	2	30997	41635	1512	253	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	1
68_R1.fasta	68	1	3	4	0	2	1	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0
68_R2.fasta	68	2	3	4	0	2	1	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0
69_R1.fasta	69	1	6	17	0	4	0	2	62763	0	0	0	0	0	0	0	0	0	0	0	0	0
69_R2.fasta	69	2	4	15	0	4	0	1	62518	0	0	0	0	0	0	0	0	0	0	0	0	0
6_R1.fasta	6	1	16042	26703	1565	27	0	1	592	0	0	0	0	0	0	0	0	0	0	0	0	0
6_R2.fasta	6	2	15979	27059	1562	27	0	1	588	0	0	0	0	0	0	0	0	0	0	0	0	0
70_R1.fasta	70	1	2	9	2	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
70_R2.fasta	70	2	2	9	2	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
71_R1.fasta	71	1	12743	19295	1308	39	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0
71_R2.fasta	71	2	12687	19826	1304	41	0	0	441	0	1	0	0	0	0	0	0	0	0	0	0	1
72_R1.fasta	72	1	10130	23750	449	39	0	0	1711	0	0	0	0	0	0	0	0	0	0	0	0	0
72_R2.fasta	72	2	10086	23765	448	40	0	0	1694	0	0	0	0	0	0	0	0	0	0	0	0	0
73_R1.fasta	73	1	23373	15906	6789	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73_R2.fasta	73	2	23303	15938	6787	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74_R1.fasta	74	1	9468	16742	540	22	0	1	445	0	0	0	0	0	0	0	0	0	0	0	0	0
74_R2.fasta	74	2	9420	16982	540	21	0	1	439	0	0	0	0	0	0	0	0	0	0	0	0	0
75_R1.fasta	75	1	10308	27905	1611	25	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0
75_R2.fasta	75	2	10252	28388	1599	24	0	1	498	0	0	0	0	0	0	0	0	0	0	0	0	0
76_R1.fasta	76	1	7040	12203	1462	70	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0
76_R2.fasta	76	2	7006	12488	1454	69	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0
77_R1.fasta	77	1	14598	31522	403	39	1	230	837	2	0	45	0	0	0	0	0	0	0	0	0	0
77_R2.fasta	77	2	14576	31615	398	37	1	230	816	1	0	44	0	0	0	0	0	0	0	0	0	0
78_R1.fasta	78	1	6566	19138	1031	62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78_R2.fasta	78	2	6539	19454	1025	60	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
79_R1.fasta	79	1	21163	18282	2215	15	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0
79_R2.fasta	79	2	21046	18644	2211	15	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0
7_R1.fasta	7	1	11564	20587	2028	26	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0
7_R2.fasta	7	2	11496	20825	2029	26	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0
80_R1.fasta	80	1	16440	17287	2512	25	0	5	353	0	0	0	0	0	0	0	0	0	0	0	0	0
80_R2.fasta	80	2	16330	17622	2502	24	0	5	348	0	0	0	0	0	0	0	0	0	0	0	0	0
81_R1.fasta	81	1	14709	20095	2366	22	0	3	414	0	0	0	0	1	0	0	0	0	0	0	0	0
81_R2.fasta	81	2	14661	20343	2375	21	0	3	410	0	0	0	0	1	0	0	0	0	0	0	0	0
82_R1.fasta	82	1	18361	18212	2926	170	0	1	114	0	0	0	0	0	0	0	0	0	0	0	0	0
82_R2.fasta	82	2	18281	18666	2926	170	0	1	114	0	1	0	0	0	0	0	0	0	0	0	0	0
83_R1.fasta	83	1	19648	14087	1764	22	0	2	115	0	0	0	0	0	0	0	0	0	0	0	0	0
83_R2.fasta	83	2	19599	14224	1764	22	0	2	109	0	0	0	0	0	0	0	0	0	0	0	0	0
84_R1.fasta	84	1	5626	23936	1	6	0	3	1473	0	0	0	0	0	0	0	0	0	0	0	0	0
84_R2.fasta	84	2	5596	23962	2	5	0	3	1453	0	0	0	0	0	0	0	0	0	0	0	0	0
85_R1.fasta	85	1	10840	18206	167	244	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0
85_R2.fasta	85	2	10765	18554	161	239	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0
86_R1.fasta	86	1	12781	14717	1097	78	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0
86_R2.fasta	86	2	12729	14825	1092	78	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0
87_R1.fasta	87	1	700	1045	17	14	0	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0
87_R2.fasta	87	2	699	1061	17	14	0	3	29	0	0	0	0	0	0	0	0	0	0	0	0	0
88_R1.fasta	88	1	2	21	0	4	0	1	48452	0	0	0	0	0	0	0	0	0	0	0	0	1
88_R2.fasta	88	2	1	19	0	4	0	1	48250	0	0	0	0	0	0	0	0	0	0	0	0	0
89_R1.fasta	89	1	1	10	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
89_R2.fasta	89	2	0	11	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
8_R1.fasta	8	1	7730	13356	2367	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
8_R2.fasta	8	2	7716	13392	2371	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
90_R1.fasta	90	1	4878	33496	287	12	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0
90_R2.fasta	90	2	4861	34004	286	12	0	0	535	0	1	0	0	0	0	0	0	0	0	0	0	0
91_R1.fasta	91	1	11460	27123	296	437	0	0	1994	0	0	0	0	0	0	0	0	0	0	0	0	0
91_R2.fasta	91	2	11430	27449	297	429	0	0	1985	0	0	0	0	0	0	0	0	8	0	0	0	2
92_R1.fasta	92	1	10982	22306	11683	370	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
92_R2.fasta	92	2	10988	22366	11669	351	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
93_R1.fasta	93	1	16396	25757	10285	343	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
93_R2.fasta	93	2	16383	25812	10285	333	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
94_R1.fasta	94	1	12263	31626	2673	399	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
94_R2.fasta	94	2	12238	31719	2692	388	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
95_R1.fasta	95	1	21089	24521	6054	617	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
95_R2.fasta	95	2	21006	24587	6059	602	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
96_R1.fasta	96	1	15546	16401	8866	294	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0
96_R2.fasta	96	2	15501	16387	8887	281	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0
97_R1.fasta	97	1	22569	17727	1524	95	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0
97_R2.fasta	97	2	22501	18120	1518	90	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0
98_R1.fasta	98	1	7078	26121	74	104	0	0	1054	0	0	0	0	0	0	0	0	0	0	0	0	0
98_R2.fasta	98	2	7058	26298	74	100	0	0	1040	0	0	0	0	0	0	0	0	0	0	0	0	0
99_R1.fasta	99	1	19480	19955	4859	68	0	2	158	0	0	0	0	0	0	0	0	0	0	0	0	0
99_R2.fasta	99	2	19402	20280	4875	68	0	2	156	0	1	0	0	0	0	0	0	0	0	0	0	0
9_R1.fasta	9	1	12255	26128	2952	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9_R2.fasta	9	2	12190	26581	2973	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
