fileName	sampleID	read	Bacteroidales	Flavobacteriales	Sphingobacteriales	Cytophagales	Clostridiales	Lactobacillales	Bacillales	Erysipelotrichales	Selenomonadales	Verrucomicrobiales	Coriobacteriales	Actinomycetales	Bifidobacteriales	Solirubrobacterales	Nitriliruptorales	Spirochaetales	Fusobacteriales	Campylobacterales	Pasteurellales	Enterobacteriales	Oceanospirillales	Cardiobacteriales	Pseudomonadales	Vibrionales	Xanthomonadales	Alteromonadales	Chromatiales	Aeromonadales	Legionellales	Neisseriales	Burkholderiales	Methylophilales	Desulfovibrionales	Bdellovibrionales	Myxococcales	Desulfobacterales	Sphingomonadales	Rhizobiales	Caulobacterales	Rhodobacterales	Rhodospirillales	Synergistales	Mycoplasmatales	Deinococcales	Thermotogales	Planctomycetales	Victivallales	Desulfurococcales
153_R1.fasta	153	1	18735	38	6	7	14460	1558	0	827	0	2032	55	7	0	0	0	0	0	0	0	277	405	0	164	0	25	6	22	0	0	23	4005	0	0	0	0	0	39	0	24	0	24	0	0	0	0	0	0	0
153_R2.fasta	153	2	18556	36	6	5	14516	1531	0	932	0	2021	55	7	0	0	0	0	0	0	0	272	356	0	166	0	23	7	7	0	0	22	3961	0	0	0	0	0	40	0	26	0	26	0	0	0	0	0	0	0
154_R1.fasta	154	1	17118	6	6	0	11990	979	12	1118	0	810	19	32	0	0	0	0	3	0	0	111	662	0	208	0	16	7	0	0	0	31	5349	0	0	0	0	0	27	0	47	0	0	0	0	0	0	0	0	0
154_R2.fasta	154	2	16873	6	5	0	12048	970	12	1339	0	809	19	32	0	0	0	0	4	0	0	109	569	0	210	0	14	10	0	0	0	30	5284	0	0	0	0	0	27	0	45	0	0	0	0	0	0	0	0	0
155_R1.fasta	155	1	7445	5	0	0	2832	12209	13	8	0	1502	25	53	49	0	0	0	3	0	0	1	153	0	98	0	105	0	0	0	0	19	1518	0	0	0	0	0	0	15	24	0	0	0	0	0	0	0	0	0
155_R2.fasta	155	2	7310	5	0	0	2824	11976	13	8	0	1500	24	53	35	0	0	0	3	0	0	0	132	0	96	0	98	0	0	0	0	19	1499	0	0	0	0	0	0	14	25	0	0	0	0	0	0	0	0	0
156_R1.fasta	156	1	17661	63	0	0	8559	14678	53	0	0	5459	16	0	119	0	0	0	0	0	0	1	242	0	41	0	99	0	0	0	0	24	3114	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0
156_R2.fasta	156	2	17334	62	0	0	8557	14461	47	0	0	5464	16	0	89	0	0	0	0	0	0	1	201	0	38	0	95	0	0	0	0	24	3069	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
157_R1.fasta	157	1	9659	0	14	0	4163	10935	14	2	0	863	50	30	37	0	0	0	0	0	0	2	195	0	127	0	70	9	0	0	0	1	1856	0	0	0	0	0	0	86	19	0	0	0	0	0	0	0	0	0
157_R2.fasta	157	2	9475	0	13	0	4146	10748	12	1	0	868	50	30	26	0	0	0	0	0	0	0	154	0	127	0	66	13	0	0	0	1	1829	0	0	0	0	0	0	84	19	0	0	0	0	0	0	0	0	0
158_R1.fasta	158	1	20598	4	2	0	10822	1192	0	1442	0	1827	6	6	1	0	0	0	0	0	0	383	112	0	59	0	10	4	0	0	0	7	985	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0
158_R2.fasta	158	2	20407	5	3	0	10809	1187	0	1412	0	1831	6	5	1	0	0	0	0	0	0	372	98	0	59	0	8	5	0	0	0	6	974	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0
159_R1.fasta	159	1	7569	0	30	0	13944	8210	9	827	0	722	5	38	0	0	0	0	0	0	0	11	324	0	238	0	57	0	0	0	0	70	2304	0	0	0	0	0	0	3	26	0	0	0	0	0	0	0	0	0
159_R2.fasta	159	2	7466	0	31	0	13990	8121	8	1227	0	720	5	38	0	0	0	0	0	0	0	10	293	0	232	0	53	0	0	0	0	70	2271	0	0	0	0	0	0	3	26	0	0	0	0	0	0	0	0	0
15_R1.fasta	15	1	17909	0	0	0	19786	11462	0	2080	0	2333	44	4	7	0	0	0	0	0	1	447	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15_R2.fasta	15	2	17750	0	0	0	19745	11316	0	2261	0	2342	45	4	3	0	0	0	0	0	1	434	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160_R1.fasta	160	1	12635	7	18	0	11724	1712	0	990	0	1745	11	0	1	0	0	0	0	0	0	525	40	0	10	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160_R2.fasta	160	2	12493	7	18	0	11658	1702	0	1010	0	1744	11	0	1	0	0	0	0	0	0	511	32	0	10	0	0	1	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161_R1.fasta	161	1	11587	36	14	0	7776	3123	0	849	1	1216	0	6	0	0	0	0	2	0	3	427	407	0	277	0	0	39	0	0	0	27	2952	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
161_R2.fasta	161	2	11450	35	14	0	7800	3075	0	963	0	1214	0	6	0	0	0	0	1	0	3	419	356	0	280	0	0	40	0	0	0	26	2907	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
162_R1.fasta	162	1	15800	192	19	0	5970	5083	21	336	10	598	57	24	0	0	0	0	2	1	0	928	1004	0	555	8	231	45	0	0	0	48	6542	0	0	0	0	0	0	23	106	0	0	0	0	0	0	0	0	0
162_R2.fasta	162	2	15623	188	18	0	5979	5022	20	717	10	597	56	23	0	0	0	0	2	0	0	914	866	0	561	7	208	60	0	0	0	46	6455	0	0	0	0	0	0	17	105	0	0	0	0	0	0	0	0	0
163_R1.fasta	163	1	11812	2	34	0	11235	5456	2	1200	2	641	39	2	0	0	0	0	4	0	1	358	112	0	0	0	0	9	0	0	0	2	472	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
163_R2.fasta	163	2	11651	1	33	0	11195	5373	2	1313	2	642	42	2	0	0	0	0	4	0	2	351	100	0	0	0	0	9	0	0	0	2	461	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0
164_R1.fasta	164	1	8988	0	1	0	6194	6531	2	751	0	856	36	26	0	0	0	0	0	0	0	1022	142	0	139	0	49	0	0	0	0	11	1250	0	54	0	0	0	0	68	15	0	0	0	0	0	0	0	0	0
164_R2.fasta	164	2	8825	0	0	0	6192	6426	0	956	0	857	48	25	0	0	0	0	0	0	0	997	112	0	136	0	48	0	0	0	0	11	1220	0	52	0	0	0	0	68	14	0	0	0	0	0	0	0	0	0
165_R1.fasta	165	1	5542	0	0	0	3745	3112	30	325	0	620	3	0	0	0	0	0	0	0	4	272	110	0	86	0	15	0	0	0	0	1	1225	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165_R2.fasta	165	2	5457	0	0	0	3767	3093	26	460	0	620	3	0	0	0	0	0	0	0	4	266	95	0	87	0	15	0	0	0	0	1	1195	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166_R1.fasta	166	1	3710	83	9	0	9886	2988	12	534	0	834	6	0	0	0	0	0	0	0	0	1	500	0	196	0	0	0	0	0	0	13	2820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166_R2.fasta	166	2	3639	82	7	0	9915	2945	11	635	0	831	6	0	0	0	0	0	0	0	0	0	415	0	194	0	0	0	0	0	0	13	2766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167_R1.fasta	167	1	9916	0	2	23	4392	2638	0	643	0	1237	0	59	0	0	0	0	7	0	0	432	336	0	71	0	21	3	0	0	0	0	2015	0	61	0	0	0	2	3	14	0	0	0	0	0	0	0	0	0
167_R2.fasta	167	2	9777	0	0	25	4375	2604	0	669	0	1234	0	57	0	0	0	0	6	0	0	421	275	0	71	0	19	9	0	0	0	0	1985	0	63	0	0	0	2	3	31	0	0	0	0	0	0	0	0	0
168_R1.fasta	168	1	16227	2	0	0	10690	596	0	1748	0	1504	0	2	0	0	0	0	10	0	0	1117	155	0	122	0	0	0	0	0	0	5	1921	0	0	0	0	0	23	3	0	0	0	0	0	0	0	0	0	0
168_R2.fasta	168	2	16111	2	0	0	10696	593	0	1849	0	1509	0	2	0	0	0	0	10	0	0	1099	124	0	124	0	0	0	0	0	0	5	1900	0	0	0	0	0	21	3	0	0	0	0	0	0	0	0	0	0
169_R1.fasta	169	1	25334	2	1	0	15615	590	0	1884	1	1774	9	1	0	0	0	0	1	1	2	519	204	0	108	0	0	0	0	0	0	2	1762	0	0	0	0	0	0	0	51	0	2	0	0	0	0	0	0	0
169_R2.fasta	169	2	25135	2	0	0	15586	582	0	1855	1	1782	9	0	0	0	0	0	1	0	2	513	177	0	113	0	0	0	0	0	0	1	1742	0	0	0	0	0	0	0	51	0	1	0	0	0	0	0	0	0
16_R1.fasta	16	1	13906	0	0	0	8918	2874	0	1505	0	2529	42	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16_R2.fasta	16	2	13734	0	0	0	8989	2841	0	1366	0	2527	43	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170_R1.fasta	170	1	17184	0	41	0	10103	2798	0	1040	0	1527	0	5	0	0	0	0	1	0	0	663	296	0	121	0	0	0	0	0	0	1	1724	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170_R2.fasta	170	2	16944	0	37	0	10053	2788	0	1060	0	1525	0	3	0	0	0	0	1	0	0	650	244	0	124	0	0	0	0	0	0	1	1701	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
171_R1.fasta	171	1	1737	7	0	0	1666	2917	24	274	0	73	11	33	0	0	0	0	0	0	7	338	171	0	74	0	26	0	0	0	0	4	1274	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
171_R2.fasta	171	2	1696	7	0	0	1644	2876	22	268	0	74	10	31	0	0	0	0	0	0	6	325	137	0	82	0	25	0	0	0	0	4	1251	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
172_R1.fasta	172	1	11745	0	0	0	11158	2302	8	1024	0	639	28	0	0	0	0	0	0	0	0	127	49	0	69	0	0	0	0	0	0	40	1026	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0
172_R2.fasta	172	2	11574	0	0	0	11029	2284	7	1108	0	638	26	0	0	0	0	0	0	0	0	118	37	0	72	0	0	0	0	0	0	39	1009	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
173_R1.fasta	173	1	12829	58	30	0	9531	1026	0	666	0	1132	2	48	0	0	0	0	0	0	0	99	806	0	371	0	55	41	0	0	0	23	5102	0	0	0	0	0	7	12	28	0	0	0	0	0	0	0	0	0
173_R2.fasta	173	2	12647	57	28	0	9414	1017	0	676	0	1130	2	48	0	0	0	0	0	0	0	95	688	0	371	0	49	43	0	0	0	23	5029	0	0	0	0	0	3	7	29	0	0	0	0	0	0	0	0	0
174_R1.fasta	174	1	2184	15	20	0	6367	1698	0	644	0	360	1	25	0	0	0	0	0	0	0	2	267	0	177	0	0	3	0	0	0	18	2996	0	0	0	0	0	11	0	57	0	0	0	0	0	0	0	0	0
174_R2.fasta	174	2	2173	15	14	0	6358	1687	0	653	0	359	1	25	0	0	0	0	0	0	0	1	227	0	177	0	0	10	0	0	0	18	2975	0	0	0	0	0	10	0	56	0	0	0	0	0	0	0	0	0
175_R1.fasta	175	1	13737	0	0	0	12028	6824	0	1901	0	1451	27	0	0	0	0	0	0	0	0	729	15	0	2	0	0	0	0	0	0	33	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175_R2.fasta	175	2	13602	0	0	0	12014	6793	0	1774	0	1449	27	0	0	0	0	0	0	0	0	714	13	0	2	0	0	0	0	0	0	31	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176_R1.fasta	176	1	8757	0	0	0	6304	4003	0	393	0	2546	0	0	0	0	0	0	0	0	0	488	54	0	1	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176_R2.fasta	176	2	8671	0	0	0	6282	3973	0	421	0	2546	0	0	0	0	0	0	0	0	0	479	42	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177_R1.fasta	177	1	6198	0	0	0	15552	3180	0	829	0	1393	65	3	0	0	0	0	0	0	1	47	225	0	61	0	35	0	0	4	0	0	1317	0	1	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0
177_R2.fasta	177	2	6138	0	0	0	15631	3137	0	866	0	1395	64	3	0	0	0	0	0	0	1	39	198	0	63	0	33	0	0	1	0	0	1306	0	0	0	0	0	30	1	10	0	0	0	0	0	0	0	0	1
178_R1.fasta	178	1	9785	12	0	0	6436	15200	0	605	4	455	47	2	0	0	0	0	3	0	0	1371	95	0	196	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178_R2.fasta	178	2	9665	12	0	0	6416	14970	0	716	3	455	46	2	0	0	0	0	3	0	0	1347	79	0	201	0	0	0	0	0	0	0	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179_R1.fasta	179	1	3816	0	0	0	2970	1228	2	77	124	3	0	16	0	0	0	0	1	0	12	27	45	0	0	0	0	0	0	0	0	0	544	0	247	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
179_R2.fasta	179	2	3757	0	0	0	2887	1198	1	31	122	2	0	14	0	0	0	0	1	0	12	2	37	0	0	0	0	0	0	0	0	0	537	0	246	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
17_R1.fasta	17	1	12	0	0	0	8	3	0	2	2	2	0	3	0	0	0	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17_R2.fasta	17	2	13	0	0	0	8	3	0	2	2	2	0	3	0	0	0	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180_R1.fasta	180	1	16786	10	4	0	28555	375	0	2650	6	2764	7	3	1	0	0	0	8	2	0	1	106	0	74	0	4	3	0	0	0	3	883	0	0	1	1	0	0	3	6	0	0	0	0	0	0	0	0	0
180_R2.fasta	180	2	16442	10	4	0	28574	368	0	3168	6	2754	6	3	1	0	0	0	8	1	0	1	80	0	73	0	2	3	0	0	0	2	826	0	0	1	1	0	0	3	6	0	0	0	0	0	0	0	0	0
181_R1.fasta	181	1	1	0	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181_R2.fasta	181	2	1	0	0	0	1	7	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182_R1.fasta	182	1	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182_R2.fasta	182	2	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183_R1.fasta	183	1	11137	0	0	0	9405	8932	0	1168	0	2686	9	0	0	0	0	0	0	0	0	405	4	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
183_R2.fasta	183	2	10958	0	0	0	9446	8864	0	1407	0	2646	8	0	0	0	0	0	0	0	0	392	3	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
184_R1.fasta	184	1	12318	0	0	0	7740	33327	0	1440	0	3870	25	1	0	0	0	0	0	0	0	2000	20	0	9	0	0	0	0	0	0	1	132	0	119	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
184_R2.fasta	184	2	12052	0	0	0	7693	33305	0	1547	0	3774	23	1	0	0	0	0	0	0	0	1929	18	0	8	0	0	0	0	0	0	1	122	0	118	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
185_R1.fasta	185	1	6894	0	0	0	8446	24948	1	415	0	655	16	0	0	0	0	0	0	0	0	396	18	0	2	0	1	0	0	0	0	0	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
185_R2.fasta	185	2	6754	0	0	0	8456	24795	1	530	0	652	16	0	0	0	0	0	0	0	0	391	12	0	2	0	1	0	0	0	0	0	70	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
186_R1.fasta	186	1	26849	1	0	0	15953	3065	0	2435	0	10100	105	7	0	0	0	0	4	0	0	263	16	0	6	0	1	0	0	0	0	0	130	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
186_R2.fasta	186	2	26437	1	0	0	15982	3016	0	2608	0	10166	108	7	0	0	0	0	3	0	0	260	14	0	7	0	1	0	0	0	0	0	125	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
187_R1.fasta	187	1	23027	0	0	0	44235	3262	0	6331	1	5489	10	2	0	0	0	0	4	0	1	1	2	0	2	0	1	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187_R2.fasta	187	2	22578	0	0	0	44351	3137	0	6689	1	5483	12	0	0	0	0	0	4	0	1	1	1	0	2	0	1	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
188_R1.fasta	188	1	22992	7	2	1	35268	12134	2	2311	2	10574	188	9	0	0	0	0	2	1	0	5	103	0	77	0	7	5	0	0	0	5	1087	0	0	0	0	0	2	4	12	0	0	0	0	0	0	0	0	0
188_R2.fasta	188	2	22639	6	3	1	35451	11903	2	2870	2	10626	184	9	0	0	0	0	2	1	0	6	78	0	69	0	7	5	0	0	0	4	1035	0	0	0	0	0	2	3	12	0	0	0	0	0	0	0	0	0
189_R1.fasta	189	1	30766	1	3	0	12995	17847	0	25	3	23190	146	1	88	0	0	0	6	3	0	1	5	0	5	0	0	1	0	0	0	2	80	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
189_R2.fasta	189	2	30073	1	2	0	13057	17413	0	24	3	23186	141	1	62	0	0	0	6	1	0	0	5	0	6	0	0	0	0	0	0	2	77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
18_R1.fasta	18	1	5357	0	3	0	9713	272	5	374	123	121	20	12	0	0	1	0	77	9	0	40	7	0	6	3	0	0	0	0	3	45	106	0	19	0	0	0	0	5	3	0	0	1	0	0	0	0	0	0
18_R2.fasta	18	2	5261	0	2	0	9685	251	2	336	124	120	16	11	0	0	2	0	63	9	0	34	5	0	4	2	0	0	0	0	0	42	82	0	18	0	0	0	3	4	1	0	0	1	0	0	0	0	0	0
190_R1.fasta	190	1	17586	3	1	0	21643	7166	0	2002	1	59	307	3	0	0	0	0	0	0	3	552	35	0	19	0	1	2	0	0	0	2	369	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0
190_R2.fasta	190	2	17243	3	1	0	21365	6918	0	2887	1	54	323	3	0	0	0	0	0	0	3	530	27	0	19	0	1	3	0	0	0	2	347	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0
191_R1.fasta	191	1	7613	2	3	0	4712	26039	0	3112	0	2200	43	2	0	0	0	0	0	0	0	341	6	0	8	0	0	0	0	0	0	0	55	0	39	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
191_R2.fasta	191	2	7473	2	3	0	4759	25935	0	3501	0	2169	47	1	0	0	0	0	0	0	0	333	5	0	8	0	0	0	0	0	0	0	47	0	39	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
192_R1.fasta	192	1	3999	8	1	0	6798	18470	11	1575	0	799	77	10	0	0	0	0	3	1	0	17	29	0	29	0	1	1	0	0	0	1	266	0	2	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0
192_R2.fasta	192	2	3929	8	1	0	6838	18413	10	2126	0	792	81	8	0	0	0	0	3	1	0	15	25	0	30	0	1	2	0	0	0	2	263	0	2	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0
193_R1.fasta	193	1	14348	6	4	0	37751	1606	0	6275	2	662	679	1	0	0	0	0	9	0	0	457	77	0	79	0	3	5	0	0	0	4	828	0	0	0	0	0	13	4	10	0	0	0	0	0	0	0	0	0
193_R2.fasta	193	2	14134	7	4	0	37781	1610	0	9333	2	669	665	1	0	0	0	0	9	0	1	434	69	0	75	0	3	5	0	0	0	4	806	0	0	0	0	0	10	4	10	0	0	0	0	0	0	0	0	0
194_R1.fasta	194	1	8566	2	0	0	49260	9589	0	32195	4	496	134	1	0	0	0	1	5	1	0	0	10	0	8	0	0	1	0	0	0	3	99	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0
194_R2.fasta	194	2	8417	2	0	0	49558	9320	0	33148	3	488	137	1	0	0	0	1	5	1	0	0	8	0	7	0	0	2	0	0	0	2	98	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
195_R1.fasta	195	1	17028	3	0	0	16497	25986	0	1445	1	781	59	3	0	0	0	0	4	1	0	308	2	0	1	1	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195_R2.fasta	195	2	16714	3	0	0	16941	25643	0	2269	1	789	57	3	0	0	0	0	5	1	0	307	2	0	1	1	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196_R1.fasta	196	1	21949	5	2	0	8823	25847	0	22	1	1158	1127	3	373	0	0	0	0	0	6	0	56	0	50	0	3	2	0	0	0	4	567	0	0	0	0	0	12	6	8	0	0	0	0	0	0	0	0	0
196_R2.fasta	196	2	21706	4	2	0	8937	25188	1	23	1	1130	1086	3	245	0	0	0	0	0	5	0	40	0	48	0	2	2	0	0	0	3	510	0	0	0	0	0	9	5	9	0	0	0	0	0	0	0	0	0
197_R1.fasta	197	1	27739	16	3	0	3465	29239	6	993	0	13215	162	15	0	0	0	0	0	0	8	2651	173	0	126	0	9	13	0	0	0	8	1378	0	55	0	0	0	2	2	20	0	0	0	0	0	0	0	0	0
197_R2.fasta	197	2	27255	14	3	0	3450	29169	6	1022	0	13209	160	15	0	0	0	0	0	0	7	2597	135	0	123	0	7	15	0	0	0	10	1340	0	50	0	0	0	2	2	19	0	0	0	0	0	0	0	0	0
198_R1.fasta	198	1	16975	0	1	0	9386	1679	2	1496	0	9928	132	8	5	0	0	0	0	0	1	906	43	0	32	0	2	1	0	0	0	0	487	0	0	0	0	0	3	3	4	0	4	0	0	0	0	0	0	0
198_R2.fasta	198	2	16754	0	1	0	9388	1675	2	1503	0	9929	135	7	3	0	0	0	0	0	1	887	35	0	28	0	1	0	0	0	0	1	476	0	0	0	0	0	3	2	5	0	4	0	0	0	0	0	0	0
199_R1.fasta	199	1	47463	4	1	0	7581	304	6	2090	4	10544	39	23	0	0	0	0	0	0	2	91	55	0	36	0	1	2	0	0	0	1	567	0	0	0	0	0	1	5	13	0	0	0	0	0	0	0	0	0
199_R2.fasta	199	2	47058	4	1	0	7795	303	6	2048	3	10582	40	22	0	0	0	0	0	0	1	85	48	0	37	0	1	2	0	0	0	1	552	0	0	0	0	0	1	6	13	0	0	0	0	1	0	0	0	0
19_R1.fasta	19	1	21487	0	0	0	10373	3966	0	1380	0	4318	27	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19_R2.fasta	19	2	21296	0	0	0	10422	3972	0	1431	0	4310	31	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1_R1.fasta	1	1	28120	0	0	0	14901	11888	0	4073	0	3140	134	0	0	0	0	0	0	0	0	658	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_R2.fasta	1	2	27866	0	0	0	14960	11814	0	4333	0	3130	126	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200_R1.fasta	200	1	9272	2	7	0	2830	59277	0	83	0	4159	21	7	0	0	0	0	0	0	0	1109	84	0	61	0	3	1	0	0	0	1	847	0	0	0	0	0	2	6	7	0	0	0	0	0	0	0	0	0
200_R2.fasta	200	2	9137	3	7	0	2772	59040	0	92	0	4102	20	3	0	0	0	0	0	0	0	1091	68	0	60	0	3	0	0	0	0	2	813	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0
201_R1.fasta	201	1	24691	13	3	0	24574	639	2	434	0	20887	55	8	0	0	0	0	0	0	0	2	134	0	88	1	7	4	0	0	0	6	1190	0	0	0	0	0	6	10	13	0	0	0	0	0	0	1	0	0
201_R2.fasta	201	2	24404	13	4	0	24845	641	2	428	0	20889	51	8	0	0	0	0	0	0	0	1	119	0	87	1	4	5	0	0	0	6	1147	0	0	0	0	0	5	4	11	0	0	0	0	0	0	1	0	0
202_R1.fasta	202	1	40353	0	8	0	38716	923	7	897	2	9600	4	19	0	0	0	0	0	0	0	6	59	0	42	0	0	1	0	0	0	0	476	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0
202_R2.fasta	202	2	39677	0	8	0	38884	902	7	892	2	9649	4	19	0	0	0	0	0	0	0	4	50	0	41	0	0	0	0	0	0	0	465	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0
203_R1.fasta	203	1	29344	5	5	0	2458	3427	3	3	1	33677	26	26	6	0	0	0	0	0	0	6	75	0	64	0	2	5	0	0	0	8	872	0	0	3	0	0	1	5	12	0	0	0	0	0	0	0	0	0
203_R2.fasta	203	2	29038	5	5	0	2456	3354	2	3	1	33742	28	25	4	0	0	0	0	0	0	2	68	0	63	0	2	5	0	0	0	8	853	0	0	3	0	0	1	6	12	0	0	0	0	0	0	0	0	0
204_R1.fasta	204	1	21	0	0	0	3	1	0	0	0	4	1	0	0	0	0	0	4	0	1	80621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204_R2.fasta	204	2	27	0	0	0	4	1	0	0	0	3	0	0	0	0	0	0	4	0	1	79674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205_R1.fasta	205	1	8	0	0	0	9	13	0	0	1	3	0	2	0	0	0	0	1	2	1	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205_R2.fasta	205	2	7	0	0	0	4	15	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20_R1.fasta	20	1	14908	0	0	0	11068	3599	0	1452	0	2325	30	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20_R2.fasta	20	2	14772	0	0	0	11069	3564	0	1532	0	2319	33	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
