fileName	sampleID	read	Bacteroidia	Flavobacteriia	Sphingobacteriia	Cytophagia	Clostridia	Bacilli	Erysipelotrichia	Negativicutes	Verrucomicrobiae	Actinobacteria	Spirochaetia	Fusobacteriia	Epsilonproteobacteria	Gammaproteobacteria	Betaproteobacteria	Deltaproteobacteria	Alphaproteobacteria	Chloroplast	Acidobacteria_Gp5	Acidobacteria_Gp4	Synergistia	Mollicutes	Deinococci	Thermotogae	Planctomycetia	Lentisphaeria	Thermoprotei
81_R2.fasta	81	2	14519	1	0	0	15126	2929	2111	4	2375	21	0	3	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0
82_R1.fasta	82	1	18289	4	0	0	15175	403	2373	3	2926	170	0	1	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0
82_R2.fasta	82	2	18100	4	0	0	15191	398	2815	3	2925	170	0	1	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0
83_R1.fasta	83	1	19587	0	0	0	12189	764	1102	0	1763	22	0	2	0	113	2	0	0	0	0	0	0	0	0	0	0	0	0
83_R2.fasta	83	2	19399	0	0	0	12186	757	1180	1	1764	22	0	2	0	107	2	0	0	0	0	0	0	0	0	0	0	0	0
84_R1.fasta	84	1	5609	1	0	0	14195	8374	1241	0	1	6	0	3	0	1472	1	0	0	0	0	0	0	0	0	0	0	0	0
84_R2.fasta	84	2	5537	1	0	0	14245	8279	1226	0	2	5	0	3	0	1444	1	0	0	0	0	0	0	0	0	0	0	0	0
85_R1.fasta	85	1	10811	0	0	0	10604	6751	769	0	167	244	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0
85_R2.fasta	85	2	10635	0	0	0	10580	6687	1082	0	161	239	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0
86_R1.fasta	86	1	12753	0	0	0	9973	3551	1137	0	1097	78	0	0	0	109	0	0	1	0	0	0	0	0	0	0	0	0	0
86_R2.fasta	86	2	12580	0	0	0	9914	3586	1183	0	1092	78	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0
8_R1.fasta	8	1	7718	0	0	0	11121	274	1916	0	2367	2	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
8_R2.fasta	8	2	7616	0	0	0	11126	276	1845	0	2371	2	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
90_R1.fasta	90	1	4862	0	0	0	4940	27101	1284	0	287	12	0	0	0	491	0	44	0	0	0	0	0	0	0	0	0	0	0
90_R2.fasta	90	2	4810	0	0	0	4947	27108	1473	0	286	12	0	0	0	491	0	43	0	0	0	0	0	0	0	0	0	0	0
91_R1.fasta	91	1	11316	0	82	0	21327	3432	1641	616	296	437	0	0	0	855	847	0	254	0	0	0	0	0	0	0	0	0	0
91_R2.fasta	91	2	11215	0	83	0	21346	3474	1872	602	297	429	0	0	0	849	835	0	289	0	0	0	0	0	0	0	0	0	2
92_R1.fasta	92	1	10954	0	0	0	17810	4392	56	0	11681	370	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
92_R2.fasta	92	2	10815	0	0	0	17844	4392	55	0	11667	351	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
93_R1.fasta	93	1	16358	0	0	0	15945	9590	141	0	10285	343	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
93_R2.fasta	93	2	16135	0	0	0	16018	9496	140	0	10283	333	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
94_R1.fasta	94	1	12230	0	0	0	9414	22080	28	0	2673	399	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
94_R2.fasta	94	2	12055	0	0	0	9416	21980	28	0	2692	388	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
95_R1.fasta	95	1	21041	0	0	0	10377	14044	9	1	6053	617	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0
95_R2.fasta	95	2	20752	0	0	0	10402	13962	9	1	6059	602	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0
96_R1.fasta	96	1	15506	0	0	0	10915	5401	26	0	8865	294	0	0	0	5	0	0	4	5	0	0	0	0	0	0	0	0	0
96_R2.fasta	96	2	15245	0	0	0	10905	5336	27	0	8887	281	0	0	0	5	0	0	4	5	0	0	0	0	0	0	0	0	0
97_R1.fasta	97	1	22514	0	0	0	11907	4327	1402	0	1524	95	0	0	0	429	1	0	0	0	0	0	0	0	0	0	0	0	0
97_R2.fasta	97	2	22200	0	0	0	11946	4302	1648	0	1518	90	0	0	0	419	1	0	0	0	0	0	0	0	0	0	0	0	0
98_R1.fasta	98	1	7043	0	0	0	11022	12813	2008	0	74	104	0	0	0	1054	0	0	0	0	0	0	0	0	0	0	0	0	0
98_R2.fasta	98	2	6972	0	0	0	11001	12759	2109	0	74	100	0	0	0	1035	0	0	0	0	0	0	0	0	0	0	0	0	0
99_R1.fasta	99	1	19396	1	0	0	14687	3802	1384	0	4859	68	0	2	2	154	2	0	0	0	0	0	0	0	0	0	0	0	0
99_R2.fasta	99	2	19137	1	0	0	14725	3779	1631	0	4874	68	0	2	2	153	0	0	0	0	0	0	0	0	0	0	0	0	0
9_R1.fasta	9	1	12234	0	0	0	22612	971	2466	0	2952	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9_R2.fasta	9	2	11985	0	0	0	23063	963	2411	0	2973	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
